GCA_000018365.1	deep-sea hydrothermal vent area at PACMANUS field
GCA_000022545.1	high-temperature Samotlor oil reservoir
GCA_000147875.1	off shore oil field from Gulf of Guinea
GCA_000152265.2	isolated from slime streamers and attached to pyrite surfaces at a sulfide ore body
GCA_000179575.2	deep-sea hydrothermal vent chimney at the Iheya Ridge in the Okinawa Trough
GCA_000190315.1	solfataric thermal field close to Moutnovsky volcano, Kamchatka
GCA_000193375.1	solfataric thermal field close to Moutnovsky volcano
GCA_000194625.1	Black smoker wall, 3500 m depth
GCA_000211475.1	hydrothermal vent area; 1650 m depth
GCA_000215915.3	sediment-brine interface of the Shaban Deep in the Red Sea
GCA_000220175.2	enrichment culture from soil
GCA_000230735.3	Red heat in salted hides (spoiled fish)
GCA_000243455.2	Black smoker chimney at the Kairei field in the Central Indian Ridge, Indian Ocean
GCA_000265525.1	deep-sea hydrothermal sulfide chimney
GCA_000296615.1	solar saltern from Mohei salt mine
GCA_000341715.1	sediment sample from the Tucurui hydropower station reservoir
GCA_000372145.1	Acid Mine Drainage
GCA_000376005.1	soil
GCA_000447225.1	isolated from slime streamers and attached to pyrite surfaces at a sulfide ore body
GCA_000493245.1	salt mine
GCA_000495475.1	hypersaline waters of Lake Tyrrell
GCA_000495695.1	Cistern Spring (CIS_19); temperature 78C; pH 4.4
GCA_000495715.1	100 Spring Plain (OSP_8); temperature 72C; pH 3.3
GCA_000496135.1	isolated from slime streamers and attached to pyrite surfaces at a sulfide ore body
GCA_000496155.1	isolated from slime streamers and attached to pyrite surfaces at a sulfide ore body
GCA_000685395.1	soil
GCA_000722915.1	single cell amplified by MDA; Atlantis II Deep Red Sea brine-seawater interface
GCA_000724145.1	Atlantis II Deep Red Sea
GCA_000730175.1	Brazilian Caatinga soil
GCA_000734035.1	marine oilfield, North sea
GCA_000740075.1	hypersaline sample from solar saltern, pond crsytalizer CR30
GCA_000746685.1	single cell amplified by MDA; Atlantis II deep Red Sea brine-seawater interface
GCA_000746695.1	single cell amplified by MDA; Atlantis II deep Red Sea brine-seawater interface
GCA_000746705.1	single cell amplified by MDA; Atlantis II deep Red Sea brine-seawater interface
GCA_000746745.1	single cell amplified by MDA; Atlantis II deep Red Sea brine-seawater interface
GCA_000746765.1	single cell amplified by MDA; Atlantis II deep Red Sea brine-seawater interface
GCA_000746785.1	single cell amplified by MDA; Atlantis II deep Red Sea brine-seawater interface
GCA_000769655.1	oil-immersed sample
GCA_000784335.1	salt mine
GCA_000789255.1	water from hydrothermal chimney-like structure
GCA_000802205.2	contaminated soil
GCA_000986845.1	Loki's castle hydrothermal vent sediment
GCA_001017125.1	deep-sea sediment
GCA_001273335.1	Sulfate-rich zone estuary sediments 8-12 cm
GCA_001273345.1	Sulfate-rich zone estuary sediments 8-12 cm
GCA_001273375.1	Sulfate-methane transisition zone estuary sediments 16-26 cm
GCA_001273385.1	Sulfate-rich zone estuary sediments 8-12 cm
GCA_001273495.1	Sulfate-methane transisition zone estuary sediments 16-26 cm
GCA_001280455.1	hypersaline pond
GCA_001317345.1	deep-sea hydrothermal vent sediment sample
GCA_001399695.1	Hydrothermal pool
GCA_001402855.1	biogas-producing acetoclastic consortium from a thermophilic anaerobic digester
GCA_001402935.1	mineral sulfide ore
GCA_001402945.1	hydrothermal pool (sand/gravel)
GCA_001412615.1	active hydrothermal chimney
GCA_001418715.1	deep-sea
GCA_001462205.1	salt mine
GCA_001462395.1	marine high temperature sediment
GCA_001469875.2	Discovery deep brine-seawater interface
GCA_001481295.1	enrichment culture inoculated with rumen contents from Bos taurus grown on RM02 media supplemented with sodium acetate, sodium formate, trimethylamine, methanol and yeast extract.
GCA_001482285.1	salt mine
GCA_001484195.1	hydrothermal vent
GCA_001507935.1	oil reservoir sample I2
GCA_001507955.1	oil reservoir sample I2
GCA_001507975.1	oil reservoir sample I2
GCA_001508065.1	oil reservoir sample K2
GCA_001508175.1	oil reservoir sample K3
GCA_001508185.1	oil reservoir sample K3
GCA_001508455.1	oil reservoir sample SB1
GCA_001508615.1	oil reservoir sample SB2
GCA_001508665.1	oil reservoir sample SB2
GCA_001508695.1	oil reservoir sample SB2
GCA_001508715.1	oil reservoir sample SB2
GCA_001508745.1	oil reservoir sample I2
GCA_001508815.1	oil reservoir sample K2
GCA_001509005.1	oil reservoir sample SB1
GCA_001509255.1	oil reservoir sample SB1
